,transaction_hash,transaction_index,block_hash,block_number,address,data,topics,hash,nonce,transaction_sender,to_address,value,gas,gas_price,input,block_timestamp,contract
253090,0xe7e07d85bec49d937eacb1b4d1d4d41652f9f60daadfa838c96fb3f08d0575cc,1,0x5dbb7ce25d16e73d6a338cb27d2f47bff567be8e1245b4b6f7b8823e87b2d7f5,3752149,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c15900ac53fe,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xe7e07d85bec49d937eacb1b4d1d4d41652f9f60daadfa838c96fb3f08d0575cc,57,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a764000000000000000000000000000000000000000000000000000000019469b3ce4b9700000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafc67f000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605354564,KWH
253100,0x7b5246d08c023b30bada268e5930bd8938aa0516fce69cc70b5a5e29b610d33c,0,0x8389a81cf0466c76c89145dbd3ab1a7ef864e996c0d104c3cfcce713456f9fbe,3752152,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000048d993f62cf3fcfee0200000000000000000000000000000000000000000000000093d91a1569661f64,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x7b5246d08c023b30bada268e5930bd8938aa0516fce69cc70b5a5e29b610d33c,58,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001946016394d8100000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafc6b5000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605354609,KWH
253101,0x7b5246d08c023b30bada268e5930bd8938aa0516fce69cc70b5a5e29b610d33c,0,0x8389a81cf0466c76c89145dbd3ab1a7ef864e996c0d104c3cfcce713456f9fbe,3752152,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c14e519500c9,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0x7b5246d08c023b30bada268e5930bd8938aa0516fce69cc70b5a5e29b610d33c,58,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001946016394d8100000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafc6b5000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605354609,KWH
253162,0x8afc3fe4a5c2f8ec614d818315ee080e08fca069686d45ac1276eee66e13ec4e,3,0x1ba49bfac427e06cf745656eaa22a4190478f3a9192d4aab1e6ac485d0f44c44,3752157,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000048da7201982e733ee0200000000000000000000000000000000000000000000000093d758d1c686da87,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x8afc3fe4a5c2f8ec614d818315ee080e08fca069686d45ac1276eee66e13ec4e,59,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001945678fc246000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafc6fe000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605354684,KWH
253163,0x8afc3fe4a5c2f8ec614d818315ee080e08fca069686d45ac1276eee66e13ec4e,3,0x1ba49bfac427e06cf745656eaa22a4190478f3a9192d4aab1e6ac485d0f44c44,3752157,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c143a2df44dd,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0x8afc3fe4a5c2f8ec614d818315ee080e08fca069686d45ac1276eee66e13ec4e,59,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001945678fc246000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafc6fe000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605354684,KWH
253234,0xd7ba8ecbbba991110f50054f125ba108141d47467911fa4fc7564d0987e15f08,3,0x797da84fd734a74a05e805480dbc391c52b56c5e94053ebde184be72aad27497,3752167,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000048db500d0368e97ee0200000000000000000000000000000000000000000000000093d59798d1fbbef1,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xd7ba8ecbbba991110f50054f125ba108141d47467911fa4fc7564d0987e15f08,60,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001944cdc16cc0700000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafc798000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605354834,KWH
253235,0xd7ba8ecbbba991110f50054f125ba108141d47467911fa4fc7564d0987e15f08,3,0x797da84fd734a74a05e805480dbc391c52b56c5e94053ebde184be72aad27497,3752167,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c138f48b1b96,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0xd7ba8ecbbba991110f50054f125ba108141d47467911fa4fc7564d0987e15f08,60,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001944cdc16cc0700000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafc798000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605354834,KWH
253989,0x4141f963997c577366da6e03a11a989354f10b9af723ed8b3fe53d0de4d435c9,9,0x646ee6f5d42b2b9896e281a4da1e6f80bf0eaf8007a8db482dd6da179fe53876,3751995,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000048d6f9d3eb449a3ee0200000000000000000000000000000000000000000000000093de5e206bbd7ab3,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x4141f963997c577366da6e03a11a989354f10b9af723ed8b3fe53d0de4d435c9,53,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001947cefffd73400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafbd8d000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605352254,KWH
253990,0x4141f963997c577366da6e03a11a989354f10b9af723ed8b3fe53d0de4d435c9,9,0x646ee6f5d42b2b9896e281a4da1e6f80bf0eaf8007a8db482dd6da179fe53876,3751995,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c16e5fffd2ac,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d",0x4141f963997c577366da6e03a11a989354f10b9af723ed8b3fe53d0de4d435c9,53,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,250000,1300000000,0x18cbafe50000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000001947cefffd73400000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafbd8d000000000000000000000000000000000000000000000000000000000000000200000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d6,1605352254,KWH
254324,0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,0,0xdb3a9e79ef11b27843d3eb1356955468f9d827f53ebbe58e66fee818b4170ec4,3752029,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000048d6f9d3eb449a3c6b800000000000000000000000000000000000000000000000093de5e206bbd7ab8,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,54,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x3df62ce0989ea78adcc2b1e338c84a57f70f1e4e,10,371602,2000000000,0x,1605352764,KWH
254325,0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,0,0xdb3a9e79ef11b27843d3eb1356955468f9d827f53ebbe58e66fee818b4170ec4,3752029,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000000000274a0000000000000000000000000000000000000000000000000000000000000000,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000003df62ce0989ea78adcc2b1e338c84a57f70f1e4e,0x0000000000000000000000003df62ce0989ea78adcc2b1e338c84a57f70f1e4e",0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,54,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x3df62ce0989ea78adcc2b1e338c84a57f70f1e4e,10,371602,2000000000,0x,1605352764,KWH
254328,0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,0,0xdb3a9e79ef11b27843d3eb1356955468f9d827f53ebbe58e66fee818b4170ec4,3752029,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000000000000000000000b1,"0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52",0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,54,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x3df62ce0989ea78adcc2b1e338c84a57f70f1e4e,10,371602,2000000000,0x,1605352764,KWH
254329,0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,0,0xdb3a9e79ef11b27843d3eb1356955468f9d827f53ebbe58e66fee818b4170ec4,3752029,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x00000000000000000000000000000000000000000000048d6f9d3eb449a3ee0200000000000000000000000000000000000000000000000093de5e206bbd7abc,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,54,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x3df62ce0989ea78adcc2b1e338c84a57f70f1e4e,10,371602,2000000000,0x,1605352764,KWH
254330,0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,0,0xdb3a9e79ef11b27843d3eb1356955468f9d827f53ebbe58e66fee818b4170ec4,3752029,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000000000000000000274a0000000000000000000000000000000000000000000000000000000000000004,"0x4c209b5fc8ad50758f13e2e1088ba56a560dff690a1c6fef26394f4c03821c4f,0x0000000000000000000000003df62ce0989ea78adcc2b1e338c84a57f70f1e4e",0x982a8e9ed22847aacf26e8aaa153e66f71e0ce683903fea98e2472e52a850654,54,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x3df62ce0989ea78adcc2b1e338c84a57f70f1e4e,10,371602,2000000000,0x,1605352764,KWH
254337,0xbe9a27f7439c4007e6ba7279b02fea28473e38790f32fdf8b8b9514936046f5c,2,0xbcd89caaee11e229e4c469493eaf937e591bfc98e7427461800f3ac6ac51472d,3752771,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a4e12fe623ffb058dca00000000000000000000000000000000000000000000000041b117e6d69b35fa,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xbe9a27f7439c4007e6ba7279b02fea28473e38790f32fdf8b8b9514936046f5c,135,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,98193707592505856,250000,1230000000,0x7ff36ab500000000000000000000000000000000000000000000003224ef53a3ba1e00000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeaf10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363894,KWH
254338,0xbe9a27f7439c4007e6ba7279b02fea28473e38790f32fdf8b8b9514936046f5c,2,0xbcd89caaee11e229e4c469493eaf937e591bfc98e7427461800f3ac6ac51472d,3752771,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015cdaa8243ada00000000000000000000000000000000000000000000000037b742ceb5eb3e93e90000000000000000000000000000000000000000000000000000000000000000,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52",0xbe9a27f7439c4007e6ba7279b02fea28473e38790f32fdf8b8b9514936046f5c,135,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,98193707592505856,250000,1230000000,0x7ff36ab500000000000000000000000000000000000000000000003224ef53a3ba1e00000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeaf10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363894,KWH
254342,0xc42e1bd5d5d01baa36f5b810fcc425b0e799ead57ee99f4c8abebb7bc73be114,3,0xbcd89caaee11e229e4c469493eaf937e591bfc98e7427461800f3ac6ac51472d,3752771,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000a18ac0d9367839177f3000000000000000000000000000000000000000000000000430d99211627329a,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xc42e1bd5d5d01baa36f5b810fcc425b0e799ead57ee99f4c8abebb7bc73be114,136,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,98095379069533344,250000,1230000000,0x7ff36ab50000000000000000000000000000000000000000000000300fd8ba29385000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeb000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363894,KWH
254343,0xc42e1bd5d5d01baa36f5b810fcc425b0e799ead57ee99f4c8abebb7bc73be114,3,0xbcd89caaee11e229e4c469493eaf937e591bfc98e7427461800f3ac6ac51472d,3752771,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015c813a3f8bfca000000000000000000000000000000000000000000000003566f0ced8777415d70000000000000000000000000000000000000000000000000000000000000000,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52",0xc42e1bd5d5d01baa36f5b810fcc425b0e799ead57ee99f4c8abebb7bc73be114,136,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,98095379069533344,250000,1230000000,0x7ff36ab50000000000000000000000000000000000000000000000300fd8ba29385000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeb000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363894,KWH
254353,0x5eb3ea81218d6df3daebfcf17dd4b6c4f773b9f67df83b1fe13557cce67cca7d,5,0xab74e20cc59d786e8c0557945f9f7faef8b9e4b6a45534f6b6b610afe9a73306,3752773,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000009e57146661701d0c2320000000000000000000000000000000000000000000000004469c107c7abbffa,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x5eb3ea81218d6df3daebfcf17dd4b6c4f773b9f67df83b1fe13557cce67cca7d,137,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,97997163669523808,250000,1230000000,0x7ff36ab500000000000000000000000000000000000000000000002e1b4cdbfba7fa00000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeb0f0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363924,KWH
254354,0x5eb3ea81218d6df3daebfcf17dd4b6c4f773b9f67df83b1fe13557cce67cca7d,5,0xab74e20cc59d786e8c0557945f9f7faef8b9e4b6a45534f6b6b610afe9a73306,3752773,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015c27e6b1848d600000000000000000000000000000000000000000000000333ac72d5081c0b5c10000000000000000000000000000000000000000000000000000000000000000,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52",0x5eb3ea81218d6df3daebfcf17dd4b6c4f773b9f67df83b1fe13557cce67cca7d,137,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,97997163669523808,250000,1230000000,0x7ff36ab500000000000000000000000000000000000000000000002e1b4cdbfba7fa00000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeb0f0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363924,KWH
254358,0x01af53e4f3b8cc7c91ac4134a8e7b213151a7a429e415db8cdcc3d3d2b2a2ebe,6,0xab74e20cc59d786e8c0557945f9f7faef8b9e4b6a45534f6b6b610afe9a73306,3752773,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000009b44163f9dbb6cbbfb500000000000000000000000000000000000000000000000045c58fae576fb32a,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0x01af53e4f3b8cc7c91ac4134a8e7b213151a7a429e415db8cdcc3d3d2b2a2ebe,138,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,97899031690474288,250000,1230000000,0x7ff36ab500000000000000000000000000000000000000000000002c44b22e355d2000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeb220000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363924,KWH
254359,0x01af53e4f3b8cc7c91ac4134a8e7b213151a7a429e415db8cdcc3d3d2b2a2ebe,6,0xab74e20cc59d786e8c0557945f9f7faef8b9e4b6a45534f6b6b610afe9a73306,3752773,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015bcea68fc3f3300000000000000000000000000000000000000000000000312fe26c3b4b05027d0000000000000000000000000000000000000000000000000000000000000000,"0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822,0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d,0x000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52",0x01af53e4f3b8cc7c91ac4134a8e7b213151a7a429e415db8cdcc3d3d2b2a2ebe,138,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,97899031690474288,250000,1230000000,0x7ff36ab500000000000000000000000000000000000000000000002c44b22e355d2000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeb220000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363924,KWH
254391,0xe9b5396d98414ea8b860ab9c9081f39798aeac30cfdead8f15fecf68b76b10f6,3,0x834091005958ff76ed16faa3493eac0ce38ffc473eb98e88666df8fbc68bd51a,3752774,0x2350a783efeb9322631f6b87fdebeb1852ad346d,0x000000000000000000000000000000000000000000000984fdbb22e32813d6730000000000000000000000000000000000000000000000004721052b9e92375a,0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,0xe9b5396d98414ea8b860ab9c9081f39798aeac30cfdead8f15fecf68b76b10f6,139,0xfe594e862c3ce76e192997eabfc41afd7c975b52,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,97800997843403824,250000,1230000000,0x7ff36ab500000000000000000000000000000000000000000000002a89b18e461a0c00000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000fe594e862c3ce76e192997eabfc41afd7c975b52000000000000000000000000000000000000000000000000000000005fafeb2e0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b4fbf271143f4fbf7b91a5ded31805e42b2208d600000000000000000000000078b57c213a18df1dabc647149902ea1966e0119c,1605363939,KWH
