DATE;TIME_FROM;TIME_TO;IDAEP_GERMANY_VALUE_OP_[EUR/MWH];IDAEP_GERMANY_COMMENT;IDAEP_GERMANY_VALUE_QA_[EUR/MWH]
23.10.2020;08:15;08:30;38,240;;n/a
23.10.2020;08:30;08:45;48,620;;n/a
23.10.2020;08:45;09:00;44,180;;n/a
23.10.2020;09:00;09:15;33,490;;n/a
23.10.2020;09:15;09:30;32,470;;n/a
23.10.2020;09:30;09:45;29,510;;n/a
23.10.2020;09:45;10:00;26,260;;n/a
23.10.2020;10:00;10:15;47,550;;n/a
23.10.2020;10:15;10:30;43,760;;n/a
23.10.2020;10:30;10:45;70,210;;n/a
23.10.2020;10:45;11:00;95,300;;n/a
23.10.2020;11:00;11:15;56,440;;n/a
23.10.2020;11:15;11:30;50,770;;n/a
23.10.2020;11:30;11:45;37,510;;n/a
23.10.2020;11:45;12:00;40,860;;n/a
23.10.2020;12:00;12:15;54,850;;n/a
23.10.2020;12:15;12:30;46,930;;n/a
23.10.2020;12:30;12:45;31,530;;n/a
23.10.2020;12:45;13:00;32,950;;n/a
23.10.2020;13:00;13:15;38,960;;n/a
23.10.2020;13:15;13:30;46,260;;n/a
23.10.2020;13:30;13:45;56,410;;n/a
23.10.2020;13:45;14:00;41,400;;n/a
23.10.2020;14:00;14:15;38,370;;n/a
23.10.2020;14:15;14:30;51,570;;n/a
23.10.2020;14:30;14:45;81,550;;n/a
23.10.2020;14:45;15:00;84,840;;n/a
23.10.2020;15:00;15:15;52,530;;n/a
23.10.2020;15:15;15:30;52,670;;n/a
23.10.2020;15:30;15:45;47,780;;n/a
23.10.2020;15:45;16:00;42,920;;n/a
23.10.2020;16:00;16:15;33,970;;n/a
23.10.2020;16:15;16:30;41,300;;n/a
23.10.2020;16:30;16:45;41,370;;n/a
23.10.2020;16:45;17:00;40,270;;n/a
23.10.2020;17:00;17:15;38,720;;n/a
23.10.2020;17:15;17:30;40,110;;n/a
23.10.2020;17:30;17:45;36,980;;n/a
23.10.2020;17:45;18:00;39,810;;n/a
23.10.2020;18:00;18:15;48,170;;n/a
23.10.2020;18:15;18:30;51,190;;n/a
23.10.2020;18:30;18:45;53,350;;n/a
23.10.2020;18:45;19:00;54,170;;n/a
23.10.2020;19:00;19:15;55,050;;n/a
23.10.2020;19:15;19:30;49,580;;n/a
23.10.2020;19:30;19:45;44,730;;n/a
23.10.2020;19:45;20:00;36,970;;n/a
23.10.2020;20:00;20:15;42,990;;n/a
23.10.2020;20:15;20:30;33,390;;n/a
23.10.2020;20:30;20:45;43,670;;n/a
23.10.2020;20:45;21:00;72,830;;n/a
23.10.2020;21:00;21:15;68,710;;n/a
23.10.2020;21:15;21:30;44,570;;n/a
23.10.2020;21:30;21:45;39,470;;n/a
23.10.2020;21:45;22:00;33,310;;n/a
23.10.2020;22:00;22:15;38,660;;n/a
23.10.2020;22:15;22:30;26,260;;n/a
23.10.2020;22:30;22:45;30,500;;n/a
23.10.2020;22:45;23:00;38,010;;n/a
23.10.2020;23:00;23:15;43,800;;n/a
23.10.2020;23:15;23:30;45,070;;n/a
23.10.2020;23:30;23:45;42,080;;n/a
23.10.2020;23:45;00:00;26,750;;n/a
24.10.2020;00:00;00:15;30,040;;n/a
24.10.2020;00:15;00:30;28,050;;n/a
24.10.2020;00:30;00:45;17,170;;n/a
24.10.2020;00:45;01:00;19,890;;n/a
24.10.2020;01:00;01:15;33,330;;n/a
24.10.2020;01:15;01:30;36,020;;n/a
24.10.2020;01:30;01:45;35,890;;n/a
24.10.2020;01:45;02:00;43,990;;n/a
24.10.2020;02:00;02:15;30,170;;n/a
24.10.2020;02:15;02:30;31,450;;n/a
24.10.2020;02:30;02:45;18,790;;n/a
24.10.2020;02:45;03:00;1,810;;n/a
24.10.2020;03:00;03:15;23,590;;n/a
24.10.2020;03:15;03:30;27,430;;n/a
24.10.2020;03:30;03:45;28,860;;n/a
24.10.2020;03:45;04:00;29,120;;n/a
24.10.2020;04:00;04:15;19,470;;n/a
24.10.2020;04:15;04:30;20,520;;n/a
24.10.2020;04:30;04:45;7,170;;n/a
24.10.2020;04:45;05:00;6,030;;n/a
24.10.2020;05:00;05:15;14,910;;n/a
24.10.2020;05:15;05:30;8,600;;n/a
24.10.2020;05:30;05:45;16,680;;n/a
24.10.2020;05:45;06:00;24,550;;n/a
24.10.2020;06:00;06:15;20,570;;n/a
24.10.2020;06:15;06:30;23,730;;n/a
24.10.2020;06:30;06:45;22,090;;n/a
24.10.2020;06:45;07:00;19,980;;n/a
24.10.2020;07:00;07:15;21,890;;n/a
24.10.2020;07:15;07:30;20,160;;n/a
24.10.2020;07:30;07:45;14,140;;n/a
24.10.2020;07:45;08:00;14,180;;n/a
24.10.2020;08:00;08:15;16,600;;n/a
24.10.2020;08:15;08:30;20,210;;n/a
24.10.2020;08:30;08:45;31,610;;n/a
24.10.2020;08:45;09:00;41,580;;n/a
24.10.2020;09:00;09:15;51,510;;n/a
24.10.2020;09:15;09:30;40,390;;n/a
24.10.2020;09:30;09:45;29,130;;n/a
24.10.2020;09:45;10:00;10,160;;n/a
24.10.2020;10:00;10:15;15,180;;n/a
24.10.2020;10:15;10:30;15,680;;n/a
24.10.2020;10:30;10:45;26,580;;n/a
24.10.2020;10:45;11:00;17,810;;n/a
24.10.2020;11:00;11:15;30,130;;n/a
24.10.2020;11:15;11:30;14,240;;n/a
24.10.2020;11:30;11:45;14,090;;n/a
24.10.2020;11:45;12:00;5,310;;n/a
24.10.2020;12:00;12:15;19,790;;n/a
24.10.2020;12:15;12:30;23,910;;n/a
24.10.2020;12:30;12:45;26,190;;n/a
24.10.2020;12:45;13:00;1,830;;n/a
24.10.2020;13:00;13:15;16,220;;n/a
24.10.2020;13:15;13:30;6,570;;n/a
24.10.2020;13:30;13:45;4,760;;n/a
24.10.2020;13:45;14:00;-5,220;;n/a
24.10.2020;14:00;14:15;-10,000;;n/a
24.10.2020;14:15;14:30;-3,150;;n/a
24.10.2020;14:30;14:45;5,510;;n/a
24.10.2020;14:45;15:00;-0,450;;n/a
24.10.2020;15:00;15:15;2,030;;n/a
24.10.2020;15:15;15:30;15,030;;n/a
24.10.2020;15:30;15:45;34,560;;n/a
24.10.2020;15:45;16:00;46,200;;n/a
24.10.2020;16:00;16:15;24,700;;n/a
24.10.2020;16:15;16:30;13,500;;n/a
24.10.2020;16:30;16:45;12,030;;n/a
24.10.2020;16:45;17:00;29,280;;n/a
24.10.2020;17:00;17:15;16,380;;n/a
24.10.2020;17:15;17:30;25,210;;n/a
24.10.2020;17:30;17:45;49,280;;n/a
24.10.2020;17:45;18:00;88,590;;n/a
24.10.2020;18:00;18:15;40,850;;n/a
24.10.2020;18:15;18:30;48,200;;n/a
24.10.2020;18:30;18:45;53,440;;n/a
24.10.2020;18:45;19:00;59,800;;n/a
24.10.2020;19:00;19:15;66,720;;n/a
24.10.2020;19:15;19:30;40,290;;n/a
24.10.2020;19:30;19:45;23,470;;n/a
24.10.2020;19:45;20:00;4,200;;n/a
24.10.2020;20:00;20:15;42,840;;n/a
24.10.2020;20:15;20:30;33,430;;n/a
24.10.2020;20:30;20:45;32,980;;n/a
24.10.2020;20:45;21:00;28,140;;n/a
24.10.2020;21:00;21:15;34,540;;n/a
24.10.2020;21:15;21:30;30,590;;n/a
24.10.2020;21:30;21:45;22,890;;n/a
24.10.2020;21:45;22:00;13,890;;n/a
24.10.2020;22:00;22:15;35,320;;n/a
24.10.2020;22:15;22:30;19,410;;n/a
24.10.2020;22:30;22:45;25,520;;n/a
24.10.2020;22:45;23:00;12,190;;n/a
24.10.2020;23:00;23:15;24,030;;n/a
24.10.2020;23:15;23:30;22,140;;n/a
24.10.2020;23:30;23:45;12,620;;n/a
24.10.2020;23:45;00:00;-13,920;;n/a
25.10.2020;00:00;00:15;26,380;;n/a
25.10.2020;00:15;00:30;9,640;;n/a
25.10.2020;00:30;00:45;-10,540;;n/a
25.10.2020;00:45;01:00;-51,860;;n/a
25.10.2020;01:00;01:15;15,880;;n/a
25.10.2020;01:15;01:30;-6,700;;n/a
25.10.2020;01:30;01:45;-15,300;;n/a
25.10.2020;01:45;02:00;-45,340;;n/a
25.10.2020;02:00;02:15;11,110;;n/a
25.10.2020;02:15;02:30;-4,360;;n/a
25.10.2020;02:30;02:45;2,760;;n/a
25.10.2020;02:45;02:00;-11,690;;n/a
25.10.2020;02:00;02:15;19,640;;n/a
25.10.2020;02:15;02:30;16,930;;n/a
25.10.2020;02:30;02:45;9,570;;n/a
25.10.2020;02:45;03:00;-14,370;;n/a
25.10.2020;03:00;03:15;-24,510;;n/a
25.10.2020;03:15;03:30;-35,220;;n/a
25.10.2020;03:30;03:45;-47,580;;n/a
25.10.2020;03:45;04:00;-47,480;;n/a
25.10.2020;04:00;04:15;-20,460;;n/a
25.10.2020;04:15;04:30;-19,180;;n/a
25.10.2020;04:30;04:45;-13,230;;n/a
25.10.2020;04:45;05:00;-34,480;;n/a
25.10.2020;05:00;05:15;-10,230;;n/a
25.10.2020;05:15;05:30;-19,230;;n/a
25.10.2020;05:30;05:45;-7,210;;n/a
25.10.2020;05:45;06:00;1,470;;n/a
25.10.2020;06:00;06:15;-38,950;;n/a
25.10.2020;06:15;06:30;-6,260;;n/a
25.10.2020;06:30;06:45;14,810;;n/a
25.10.2020;06:45;07:00;23,340;;n/a
25.10.2020;07:00;07:15;7,270;;n/a
25.10.2020;07:15;07:30;29,370;;n/a
25.10.2020;07:30;07:45;26,670;;n/a
25.10.2020;07:45;08:00;20,960;;n/a
25.10.2020;08:00;08:15;23,330;;n/a
25.10.2020;08:15;08:30;27,230;;n/a
25.10.2020;08:30;08:45;32,500;;n/a
25.10.2020;08:45;09:00;30,420;;n/a
25.10.2020;09:00;09:15;23,910;;n/a
25.10.2020;09:15;09:30;30,370;;n/a
25.10.2020;09:30;09:45;62,930;;n/a
25.10.2020;09:45;10:00;73,010;;n/a
25.10.2020;10:00;10:15;52,040;;n/a
25.10.2020;10:15;10:30;47,010;;n/a
25.10.2020;10:30;10:45;43,470;;n/a
25.10.2020;10:45;11:00;42,550;;n/a
25.10.2020;11:00;11:15;39,110;;n/a
25.10.2020;11:15;11:30;62,270;;n/a
25.10.2020;11:30;11:45;47,370;;n/a
25.10.2020;11:45;12:00;25,950;;n/a
25.10.2020;12:00;12:15;37,980;;n/a
25.10.2020;12:15;12:30;31,250;;n/a
25.10.2020;12:30;12:45;44,280;;n/a
25.10.2020;12:45;13:00;57,240;;n/a
25.10.2020;13:00;13:15;30,860;;n/a
25.10.2020;13:15;13:30;22,680;;n/a
25.10.2020;13:30;13:45;18,150;;n/a
25.10.2020;13:45;14:00;9,190;;n/a
25.10.2020;14:00;14:15;-27,760;;n/a
25.10.2020;14:15;14:30;22,430;;n/a
25.10.2020;14:30;14:45;34,670;;n/a
25.10.2020;14:45;15:00;37,810;;n/a
25.10.2020;15:00;15:15;42,890;;n/a
25.10.2020;15:15;15:30;46,440;;n/a
25.10.2020;15:30;15:45;48,480;;n/a
25.10.2020;15:45;16:00;63,620;;n/a
25.10.2020;16:00;16:15;48,130;;n/a
25.10.2020;16:15;16:30;63,020;;n/a
25.10.2020;16:30;16:45;63,190;;n/a
25.10.2020;16:45;17:00;77,130;;n/a
25.10.2020;17:00;17:15;52,710;;n/a
25.10.2020;17:15;17:30;43,300;;n/a
25.10.2020;17:30;17:45;39,800;;n/a
25.10.2020;17:45;18:00;63,730;;n/a
25.10.2020;18:00;18:15;67,260;;n/a
25.10.2020;18:15;18:30;58,630;;n/a
25.10.2020;18:30;18:45;48,460;;n/a
25.10.2020;18:45;19:00;28,280;;n/a
25.10.2020;19:00;19:15;35,810;;n/a
25.10.2020;19:15;19:30;22,460;;n/a
25.10.2020;19:30;19:45;13,920;;n/a
25.10.2020;19:45;20:00;27,400;;n/a
25.10.2020;20:00;20:15;38,280;;n/a
25.10.2020;20:15;20:30;38,550;;n/a
25.10.2020;20:30;20:45;35,030;;n/a
25.10.2020;20:45;21:00;30,010;;n/a
25.10.2020;21:00;21:15;40,110;;n/a
25.10.2020;21:15;21:30;28,390;;n/a
25.10.2020;21:30;21:45;22,560;;n/a
25.10.2020;21:45;22:00;18,020;;n/a
25.10.2020;22:00;22:15;35,060;;n/a
25.10.2020;22:15;22:30;31,140;;n/a
25.10.2020;22:30;22:45;26,120;;n/a
25.10.2020;22:45;23:00;41,460;;n/a
25.10.2020;23:00;23:15;22,070;;n/a
25.10.2020;23:15;23:30;23,630;;n/a
25.10.2020;23:30;23:45;30,400;;n/a
25.10.2020;23:45;00:00;21,620;;n/a
26.10.2020;00:00;00:15;25,860;;n/a
26.10.2020;00:15;00:30;25,880;;n/a
26.10.2020;00:30;00:45;32,870;;n/a
26.10.2020;00:45;01:00;32,590;;n/a
26.10.2020;01:00;01:15;30,690;;n/a
26.10.2020;01:15;01:30;27,890;;n/a
26.10.2020;01:30;01:45;33,050;;n/a
26.10.2020;01:45;02:00;43,910;;n/a
26.10.2020;02:00;02:15;25,250;;n/a
26.10.2020;02:15;02:30;29,360;;n/a
26.10.2020;02:30;02:45;32,460;;n/a
26.10.2020;02:45;03:00;34,100;;n/a
26.10.2020;03:00;03:15;27,120;;n/a
26.10.2020;03:15;03:30;34,840;;n/a
26.10.2020;03:30;03:45;35,940;;n/a
26.10.2020;03:45;04:00;27,640;;n/a
26.10.2020;04:00;04:15;22,040;;n/a
26.10.2020;04:15;04:30;27,050;;n/a
26.10.2020;04:30;04:45;7,500;;n/a
26.10.2020;04:45;05:00;9,330;;n/a
26.10.2020;05:00;05:15;26,530;;n/a
26.10.2020;05:15;05:30;15,460;;n/a
26.10.2020;05:30;05:45;16,620;;n/a
26.10.2020;05:45;06:00;25,170;;n/a
26.10.2020;06:00;06:15;18,490;;n/a
26.10.2020;06:15;06:30;31,250;;n/a
26.10.2020;06:30;06:45;34,820;;n/a
26.10.2020;06:45;07:00;32,090;;n/a
26.10.2020;07:00;07:15;29,820;;n/a
26.10.2020;07:15;07:30;42,260;;n/a
26.10.2020;07:30;07:45;40,890;;n/a
26.10.2020;07:45;08:00;26,150;;n/a
26.10.2020;08:00;08:15;43,480;;n/a
26.10.2020;08:15;08:30;38,110;;n/a
26.10.2020;08:30;08:45;37,910;;n/a
26.10.2020;08:45;09:00;43,040;;n/a
26.10.2020;09:00;09:15;64,140;;n/a
26.10.2020;09:15;09:30;69,200;;n/a
26.10.2020;09:30;09:45;72,980;;n/a
26.10.2020;09:45;10:00;78,210;;n/a
26.10.2020;10:00;10:15;56,110;;n/a
26.10.2020;10:15;10:30;50,920;;n/a
26.10.2020;10:30;10:45;45,190;;n/a
26.10.2020;10:45;11:00;40,230;;n/a
26.10.2020;11:00;11:15;43,410;;n/a
26.10.2020;11:15;11:30;55,640;;n/a
26.10.2020;11:30;11:45;53,370;;n/a
26.10.2020;11:45;12:00;54,850;;n/a
26.10.2020;12:00;12:15;57,780;;n/a
26.10.2020;12:15;12:30;50,100;;n/a
26.10.2020;12:30;12:45;58,100;;n/a
26.10.2020;12:45;13:00;51,890;;n/a
26.10.2020;13:00;13:15;44,420;;n/a
26.10.2020;13:15;13:30;34,630;;n/a
26.10.2020;13:30;13:45;37,060;;n/a
26.10.2020;13:45;14:00;30,720;;n/a
26.10.2020;14:00;14:15;50,080;;n/a
26.10.2020;14:15;14:30;42,680;;n/a
26.10.2020;14:30;14:45;44,920;;n/a
26.10.2020;14:45;15:00;47,980;;n/a
26.10.2020;15:00;15:15;51,240;;n/a
26.10.2020;15:15;15:30;54,900;;n/a
26.10.2020;15:30;15:45;55,930;;n/a
26.10.2020;15:45;16:00;55,950;;n/a
26.10.2020;16:00;16:15;55,390;;n/a
26.10.2020;16:15;16:30;44,340;;n/a
26.10.2020;16:30;16:45;24,270;;n/a
26.10.2020;16:45;17:00;35,720;;n/a
26.10.2020;17:00;17:15;38,590;;n/a
26.10.2020;17:15;17:30;54,830;;n/a
26.10.2020;17:30;17:45;88,270;;n/a
26.10.2020;17:45;18:00;85,900;;n/a
26.10.2020;18:00;18:15;71,340;;n/a
26.10.2020;18:15;18:30;60,620;;n/a
26.10.2020;18:30;18:45;59,060;;n/a
26.10.2020;18:45;19:00;55,510;;n/a
26.10.2020;19:00;19:15;60,270;;n/a
26.10.2020;19:15;19:30;34,750;;n/a
26.10.2020;19:30;19:45;25,390;;n/a
26.10.2020;19:45;20:00;15,740;;n/a
26.10.2020;20:00;20:15;33,760;;n/a
26.10.2020;20:15;20:30;21,930;;n/a
26.10.2020;20:30;20:45;16,660;;n/a
26.10.2020;20:45;21:00;12,080;;n/a
26.10.2020;21:00;21:15;40,130;;n/a
26.10.2020;21:15;21:30;25,710;;n/a
26.10.2020;21:30;21:45;20,670;;n/a
26.10.2020;21:45;22:00;30,110;;n/a
26.10.2020;22:00;22:15;43,800;;n/a
26.10.2020;22:15;22:30;35,250;;n/a
26.10.2020;22:30;22:45;33,160;;n/a
26.10.2020;22:45;23:00;29,680;;n/a
26.10.2020;23:00;23:15;43,760;;n/a
26.10.2020;23:15;23:30;33,020;;n/a
26.10.2020;23:30;23:45;24,520;;n/a
26.10.2020;23:45;00:00;7,450;;n/a
27.10.2020;00:00;00:15;28,940;;n/a
27.10.2020;00:15;00:30;25,750;;n/a
27.10.2020;00:30;00:45;23,240;;n/a
27.10.2020;00:45;01:00;11,560;;n/a
27.10.2020;01:00;01:15;29,780;;n/a
27.10.2020;01:15;01:30;28,560;;n/a
27.10.2020;01:30;01:45;22,240;;n/a
27.10.2020;01:45;02:00;31,670;;n/a
27.10.2020;02:00;02:15;30,080;;n/a
27.10.2020;02:15;02:30;21,600;;n/a
27.10.2020;02:30;02:45;20,590;;n/a
27.10.2020;02:45;03:00;22,960;;n/a
27.10.2020;03:00;03:15;20,340;;n/a
27.10.2020;03:15;03:30;39,410;;n/a
27.10.2020;03:30;03:45;138,610;;n/a
27.10.2020;03:45;04:00;124,660;;n/a
27.10.2020;04:00;04:15;37,320;;n/a
27.10.2020;04:15;04:30;33,600;;n/a
27.10.2020;04:30;04:45;29,470;;n/a
27.10.2020;04:45;05:00;28,290;;n/a
27.10.2020;05:00;05:15;17,170;;n/a
27.10.2020;05:15;05:30;26,040;;n/a
27.10.2020;05:30;05:45;34,910;;n/a
27.10.2020;05:45;06:00;34,170;;n/a
27.10.2020;06:00;06:15;10,490;;n/a
27.10.2020;06:15;06:30;47,880;;n/a
27.10.2020;06:30;06:45;42,490;;n/a
27.10.2020;06:45;07:00;48,800;;n/a
27.10.2020;07:00;07:15;42,150;;n/a
27.10.2020;07:15;07:30;50,130;;n/a
27.10.2020;07:30;07:45;40,850;;n/a
27.10.2020;07:45;08:00;41,390;;n/a
27.10.2020;08:00;08:15;51,100;;n/a
27.10.2020;08:15;08:30;56,990;;n/a
27.10.2020;08:30;08:45;48,100;;n/a
27.10.2020;08:45;09:00;33,740;;n/a
27.10.2020;09:00;09:15;55,700;;n/a
27.10.2020;09:15;09:30;45,560;;n/a
27.10.2020;09:30;09:45;32,300;;n/a
27.10.2020;09:45;10:00;35,260;;n/a
27.10.2020;10:00;10:15;51,340;;n/a
27.10.2020;10:15;10:30;42,520;;n/a
27.10.2020;10:30;10:45;31,500;;n/a
27.10.2020;10:45;11:00;30,110;;n/a
27.10.2020;11:00;11:15;43,470;;n/a
27.10.2020;11:15;11:30;43,240;;n/a
27.10.2020;11:30;11:45;55,430;;n/a
27.10.2020;11:45;12:00;47,050;;n/a
27.10.2020;12:00;12:15;72,900;;n/a
27.10.2020;12:15;12:30;70,410;;n/a
27.10.2020;12:30;12:45;77,240;;n/a
27.10.2020;12:45;13:00;75,710;;n/a
27.10.2020;13:00;13:15;54,650;;n/a
27.10.2020;13:15;13:30;53,990;;n/a
27.10.2020;13:30;13:45;52,290;;n/a
27.10.2020;13:45;14:00;71,940;;n/a
27.10.2020;14:00;14:15;41,640;;n/a
27.10.2020;14:15;14:30;35,630;;n/a
27.10.2020;14:30;14:45;21,280;;n/a
27.10.2020;14:45;15:00;25,020;;n/a
27.10.2020;15:00;15:15;25,260;;n/a
27.10.2020;15:15;15:30;27,610;;n/a
27.10.2020;15:30;15:45;25,900;;n/a
27.10.2020;15:45;16:00;26,820;;n/a
27.10.2020;16:00;16:15;27,590;;n/a
27.10.2020;16:15;16:30;33,400;;n/a
27.10.2020;16:30;16:45;32,110;;n/a
27.10.2020;16:45;17:00;28,870;;n/a
27.10.2020;17:00;17:15;30,130;;n/a
27.10.2020;17:15;17:30;35,590;;n/a
27.10.2020;17:30;17:45;35,070;;n/a
27.10.2020;17:45;18:00;28,690;;n/a
27.10.2020;18:00;18:15;42,620;;n/a
27.10.2020;18:15;18:30;37,470;;n/a
27.10.2020;18:30;18:45;33,740;;n/a
27.10.2020;18:45;19:00;28,020;;n/a
27.10.2020;19:00;19:15;39,160;;n/a
27.10.2020;19:15;19:30;19,380;;n/a
27.10.2020;19:30;19:45;14,480;;n/a
27.10.2020;19:45;20:00;23,540;;n/a
27.10.2020;20:00;20:15;42,810;;n/a
27.10.2020;20:15;20:30;30,760;;n/a
27.10.2020;20:30;20:45;12,870;;n/a
27.10.2020;20:45;21:00;15,850;;n/a
27.10.2020;21:00;21:15;39,640;;n/a
27.10.2020;21:15;21:30;26,450;;n/a
27.10.2020;21:30;21:45;6,740;;n/a
27.10.2020;21:45;22:00;-4,860;;n/a
27.10.2020;22:00;22:15;52,610;;n/a
27.10.2020;22:15;22:30;50,930;;n/a
27.10.2020;22:30;22:45;35,440;;n/a
27.10.2020;22:45;23:00;9,400;;n/a
27.10.2020;23:00;23:15;43,930;;n/a
27.10.2020;23:15;23:30;30,470;;n/a
27.10.2020;23:30;23:45;17,310;;n/a
27.10.2020;23:45;00:00;-37,850;;n/a
28.10.2020;00:00;00:15;31,690;;n/a
28.10.2020;00:15;00:30;16,970;;n/a
28.10.2020;00:30;00:45;-40,550;;n/a
28.10.2020;00:45;01:00;-44,430;;n/a
28.10.2020;01:00;01:15;1,350;;n/a
28.10.2020;01:15;01:30;-16,270;;n/a
28.10.2020;01:30;01:45;-37,890;;n/a
28.10.2020;01:45;02:00;-46,410;;n/a
28.10.2020;02:00;02:15;-44,270;;n/a
28.10.2020;02:15;02:30;-35,680;;n/a
28.10.2020;02:30;02:45;-22,530;;n/a
28.10.2020;02:45;03:00;-7,230;;n/a
28.10.2020;03:00;03:15;-35,210;;n/a
28.10.2020;03:15;03:30;-32,190;;n/a
28.10.2020;03:30;03:45;-11,240;;n/a
28.10.2020;03:45;04:00;12,340;;n/a
28.10.2020;04:00;04:15;5,890;;n/a
28.10.2020;04:15;04:30;3,280;;n/a
28.10.2020;04:30;04:45;25,210;;n/a
28.10.2020;04:45;05:00;37,380;;n/a
28.10.2020;05:00;05:15;30,440;;n/a
28.10.2020;05:15;05:30;41,990;;n/a
28.10.2020;05:30;05:45;37,810;;n/a
28.10.2020;05:45;06:00;30,710;;n/a
28.10.2020;06:00;06:15;33,350;;n/a
28.10.2020;06:15;06:30;37,270;;n/a
28.10.2020;06:30;06:45;43,320;;n/a
28.10.2020;06:45;07:00;48,440;;n/a
28.10.2020;07:00;07:15;41,630;;n/a
28.10.2020;07:15;07:30;45,850;;n/a
28.10.2020;07:30;07:45;53,120;;n/a
28.10.2020;07:45;08:00;57,920;;n/a
28.10.2020;08:00;08:15;47,600;;n/a
28.10.2020;08:15;08:30;45,490;;n/a
28.10.2020;08:30;08:45;30,340;;n/a
28.10.2020;08:45;09:00;30,750;;n/a
28.10.2020;09:00;09:15;47,210;;n/a
28.10.2020;09:15;09:30;62,910;;n/a
28.10.2020;09:30;09:45;65,440;;n/a
28.10.2020;09:45;10:00;62,270;;n/a
28.10.2020;10:00;10:15;60,130;;n/a
28.10.2020;10:15;10:30;46,430;;n/a
28.10.2020;10:30;10:45;17,410;;n/a
28.10.2020;10:45;11:00;3,580;;n/a
28.10.2020;11:00;11:15;29,020;;n/a
28.10.2020;11:15;11:30;-369,920;;n/a
28.10.2020;11:30;11:45;19,470;;n/a
28.10.2020;11:45;12:00;-1,700;;n/a
28.10.2020;12:00;12:15;19,220;;n/a
28.10.2020;12:15;12:30;13,630;;n/a
28.10.2020;12:30;12:45;4,350;;n/a
28.10.2020;12:45;13:00;-2,210;;n/a
28.10.2020;13:00;13:15;27,880;;n/a
28.10.2020;13:15;13:30;28,390;;n/a
28.10.2020;13:30;13:45;23,770;;n/a
28.10.2020;13:45;14:00;21,780;;n/a
28.10.2020;14:00;14:15;17,710;;n/a
28.10.2020;14:15;14:30;34,570;;n/a
28.10.2020;14:30;14:45;41,510;;n/a
28.10.2020;14:45;15:00;47,730;;n/a
28.10.2020;15:00;15:15;19,100;;n/a
28.10.2020;15:15;15:30;23,770;;n/a
28.10.2020;15:30;15:45;30,250;;n/a
28.10.2020;15:45;16:00;44,700;;n/a
28.10.2020;16:00;16:15;36,100;;n/a
28.10.2020;16:15;16:30;41,270;;n/a
28.10.2020;16:30;16:45;53,660;;n/a
28.10.2020;16:45;17:00;60,690;;n/a
28.10.2020;17:00;17:15;53,420;;n/a
28.10.2020;17:15;17:30;71,530;;n/a
28.10.2020;17:30;17:45;81,010;;n/a
28.10.2020;17:45;18:00;77,260;;n/a
28.10.2020;18:00;18:15;60,070;;n/a
28.10.2020;18:15;18:30;49,190;;n/a
28.10.2020;18:30;18:45;37,750;;n/a
28.10.2020;18:45;19:00;34,130;;n/a
28.10.2020;19:00;19:15;54,670;;n/a
28.10.2020;19:15;19:30;44,700;;n/a
28.10.2020;19:30;19:45;40,790;;n/a
28.10.2020;19:45;20:00;33,060;;n/a
28.10.2020;20:00;20:15;42,270;;n/a
28.10.2020;20:15;20:30;42,270;;n/a
28.10.2020;20:30;20:45;39,610;;n/a
28.10.2020;20:45;21:00;22,980;;n/a
28.10.2020;21:00;21:15;31,510;;n/a
28.10.2020;21:15;21:30;44,380;;n/a
28.10.2020;21:30;21:45;80,570;;n/a
28.10.2020;21:45;22:00;38,320;;n/a
28.10.2020;22:00;22:15;62,270;;n/a
28.10.2020;22:15;22:30;42,970;;n/a
28.10.2020;22:30;22:45;16,520;;n/a
28.10.2020;22:45;23:00;16,930;;n/a
28.10.2020;23:00;23:15;35,290;;n/a
28.10.2020;23:15;23:30;35,530;;n/a
28.10.2020;23:30;23:45;27,280;;n/a
28.10.2020;23:45;00:00;-6,550;;n/a
29.10.2020;00:00;00:15;22,900;;n/a
29.10.2020;00:15;00:30;4,920;;n/a
29.10.2020;00:30;00:45;1,290;;n/a
29.10.2020;00:45;01:00;-17,340;;n/a
29.10.2020;01:00;01:15;19,580;;n/a
29.10.2020;01:15;01:30;21,790;;n/a
29.10.2020;01:30;01:45;18,870;;n/a
29.10.2020;01:45;02:00;-2,700;;n/a
29.10.2020;02:00;02:15;11,620;;n/a
29.10.2020;02:15;02:30;-14,130;;n/a
29.10.2020;02:30;02:45;-13,610;;n/a
29.10.2020;02:45;03:00;-22,230;;n/a
29.10.2020;03:00;03:15;-14,090;;n/a
29.10.2020;03:15;03:30;-14,260;;n/a
29.10.2020;03:30;03:45;-20,880;;n/a
29.10.2020;03:45;04:00;-25,290;;n/a
29.10.2020;04:00;04:15;-28,140;;n/a
29.10.2020;04:15;04:30;-32,770;;n/a
29.10.2020;04:30;04:45;-16,700;;n/a
29.10.2020;04:45;05:00;-13,590;;n/a
29.10.2020;05:00;05:15;-28,220;;n/a
29.10.2020;05:15;05:30;26,000;;n/a
29.10.2020;05:30;05:45;38,320;;n/a
29.10.2020;05:45;06:00;33,060;;n/a
29.10.2020;06:00;06:15;15,430;;n/a
29.10.2020;06:15;06:30;20,690;;n/a
29.10.2020;06:30;06:45;25,010;;n/a
29.10.2020;06:45;07:00;39,770;;n/a
29.10.2020;07:00;07:15;24,510;;n/a
