,IDAEP_GERMANY_VALUE_OP_[EUR/MWH]
2020-10-29 04:15:00,0.0
2020-10-29 04:30:00,0.0
2020-10-29 04:45:00,0.0
2020-10-29 05:00:00,0.0
2020-10-29 05:15:00,26.0
2020-10-29 05:30:00,38.32
2020-10-29 05:45:00,33.06
2020-10-29 06:00:00,15.43
2020-10-29 06:15:00,20.69
2020-10-29 06:30:00,25.01
2020-10-29 06:45:00,39.77
2020-10-29 07:00:00,24.51
2020-10-29 07:15:00,34.88
2020-10-29 07:30:00,42.52
2020-10-29 07:45:00,34.58
2020-10-29 08:00:00,38.1
2020-10-29 08:15:00,39.13
2020-10-29 08:30:00,33.32
2020-10-29 08:45:00,44.24
2020-10-29 09:00:00,46.21
2020-10-29 09:15:00,32.98
2020-10-29 09:30:00,21.11
2020-10-29 09:45:00,24.8
2020-10-29 10:00:00,36.19
2020-10-29 10:15:00,25.45
2020-10-29 10:30:00,18.29
2020-10-29 10:45:00,7.21
2020-10-29 11:00:00,9.25
2020-10-29 11:15:00,0.0
2020-10-29 11:30:00,0.0
2020-10-29 11:45:00,1.29
2020-10-29 12:00:00,18.87
2020-10-29 12:15:00,36.49
2020-10-29 12:30:00,45.14
2020-10-29 12:45:00,46.28
2020-10-29 13:00:00,30.1
2020-10-29 13:15:00,24.29
2020-10-29 13:30:00,22.31
2020-10-29 13:45:00,27.36
2020-10-29 14:00:00,13.53
2020-10-29 14:15:00,59.24
2020-10-29 14:30:00,68.32
2020-10-29 14:45:00,72.9
2020-10-29 15:00:00,51.24
2020-10-29 15:15:00,50.05
2020-10-29 15:30:00,48.76
2020-10-29 15:45:00,58.35
2020-10-29 16:00:00,34.27
2020-10-29 16:15:00,42.35
2020-10-29 16:30:00,41.04
2020-10-29 16:45:00,46.24
2020-10-29 17:00:00,36.05
2020-10-29 17:15:00,35.69
2020-10-29 17:30:00,31.11
2020-10-29 17:45:00,33.18
2020-10-29 18:00:00,37.39
2020-10-29 18:15:00,31.49
2020-10-29 18:30:00,34.09
2020-10-29 18:45:00,29.6
2020-10-29 19:00:00,47.48
2020-10-29 19:15:00,33.57
2020-10-29 19:30:00,19.55
2020-10-29 19:45:00,23.26
2020-10-29 20:00:00,27.16
2020-10-29 20:15:00,25.8
2020-10-29 20:30:00,22.86
2020-10-29 20:45:00,9.47
2020-10-29 21:00:00,36.23
2020-10-29 21:15:00,37.88
2020-10-29 21:30:00,31.44
2020-10-29 21:45:00,19.81
2020-10-29 22:00:00,45.72
2020-10-29 22:15:00,21.1
2020-10-29 22:30:00,23.35
2020-10-29 22:45:00,27.26
2020-10-29 23:00:00,32.18
2020-10-29 23:15:00,33.31
2020-10-29 23:30:00,24.52
2020-10-29 23:45:00,0.0
2020-10-30 00:00:00,23.63
2020-10-30 00:15:00,0.0
2020-10-30 00:30:00,15.2
2020-10-30 00:45:00,0.0
2020-10-30 01:00:00,33.84
2020-10-30 01:15:00,26.88
2020-10-30 01:30:00,23.53
2020-10-30 01:45:00,6.68
2020-10-30 02:00:00,15.15
2020-10-30 02:15:00,3.87
2020-10-30 02:30:00,11.12
2020-10-30 02:45:00,25.06
2020-10-30 03:00:00,21.11
2020-10-30 03:15:00,21.0
2020-10-30 03:30:00,15.45
2020-10-30 03:45:00,13.69
2020-10-30 04:00:00,3.07
2020-10-30 04:15:00,5.57
2020-10-30 04:30:00,14.48
2020-10-30 04:45:00,25.56
2020-10-30 05:00:00,3.21
2020-10-30 05:15:00,22.01
2020-10-30 05:30:00,31.61
2020-10-30 05:45:00,25.66
2020-10-30 06:00:00,26.47
2020-10-30 06:15:00,28.87
2020-10-30 06:30:00,19.59
2020-10-30 06:45:00,18.19
2020-10-30 07:00:00,23.92
2020-10-30 07:15:00,28.76
2020-10-30 07:30:00,27.58
2020-10-30 07:45:00,25.13
2020-10-30 08:00:00,22.38
2020-10-30 08:15:00,28.35
2020-10-30 08:30:00,24.86
2020-10-30 08:45:00,23.04
2020-10-30 09:00:00,37.4
2020-10-30 09:15:00,40.37
2020-10-30 09:30:00,36.84
2020-10-30 09:45:00,36.46
2020-10-30 10:00:00,36.65
2020-10-30 10:15:00,36.15
2020-10-30 10:30:00,36.52
2020-10-30 10:45:00,35.18
2020-10-30 11:00:00,48.45
2020-10-30 11:15:00,39.97
2020-10-30 11:30:00,39.83
2020-10-30 11:45:00,37.74
2020-10-30 12:00:00,41.28
2020-10-30 12:15:00,24.18
2020-10-30 12:30:00,7.21
2020-10-30 12:45:00,9.37
2020-10-30 13:00:00,30.94
2020-10-30 13:15:00,26.66
2020-10-30 13:30:00,32.18
2020-10-30 13:45:00,31.22
2020-10-30 14:00:00,31.33
2020-10-30 14:15:00,17.64
2020-10-30 14:30:00,30.18
2020-10-30 14:45:00,22.69
2020-10-30 15:00:00,26.01
2020-10-30 15:15:00,30.23
2020-10-30 15:30:00,28.06
2020-10-30 15:45:00,32.75
2020-10-30 16:00:00,30.86
2020-10-30 16:15:00,34.11
2020-10-30 16:30:00,37.29
2020-10-30 16:45:00,31.81
2020-10-30 17:00:00,25.69
2020-10-30 17:15:00,39.71
2020-10-30 17:30:00,44.89
2020-10-30 17:45:00,46.0
2020-10-30 18:00:00,45.33
2020-10-30 18:15:00,43.34
2020-10-30 18:30:00,39.33
2020-10-30 18:45:00,38.28
2020-10-30 19:00:00,88.04
2020-10-30 19:15:00,46.19
2020-10-30 19:30:00,41.01
2020-10-30 19:45:00,38.94
2020-10-30 20:00:00,49.61
2020-10-30 20:15:00,36.34
2020-10-30 20:30:00,23.76
2020-10-30 20:45:00,22.44
2020-10-30 21:00:00,37.96
2020-10-30 21:15:00,40.23
2020-10-30 21:30:00,33.17
2020-10-30 21:45:00,31.93
2020-10-30 22:00:00,48.24
2020-10-30 22:15:00,41.8
2020-10-30 22:30:00,39.33
2020-10-30 22:45:00,38.31
2020-10-30 23:00:00,38.45
2020-10-30 23:15:00,39.16
2020-10-30 23:30:00,41.07
2020-10-30 23:45:00,36.32
2020-10-31 00:00:00,33.32
2020-10-31 00:15:00,37.25
2020-10-31 00:30:00,40.27
2020-10-31 00:45:00,42.02
2020-10-31 01:00:00,46.1
2020-10-31 01:15:00,38.91
2020-10-31 01:30:00,32.49
2020-10-31 01:45:00,31.41
2020-10-31 02:00:00,32.83
2020-10-31 02:15:00,35.31
2020-10-31 02:30:00,36.54
2020-10-31 02:45:00,43.1
2020-10-31 03:00:00,32.65
2020-10-31 03:15:00,38.96
2020-10-31 03:30:00,39.08
2020-10-31 03:45:00,45.65
2020-10-31 04:00:00,27.24
2020-10-31 04:15:00,29.46
2020-10-31 04:30:00,31.55
2020-10-31 04:45:00,35.64
2020-10-31 05:00:00,30.81
2020-10-31 05:15:00,33.66
2020-10-31 05:30:00,43.8
2020-10-31 05:45:00,44.01
2020-10-31 06:00:00,32.99
2020-10-31 06:15:00,35.3
2020-10-31 06:30:00,43.16
2020-10-31 06:45:00,40.18
2020-10-31 07:00:00,39.66
2020-10-31 07:15:00,32.67
2020-10-31 07:30:00,33.35
2020-10-31 07:45:00,23.19
2020-10-31 08:00:00,24.87
2020-10-31 08:15:00,20.93
2020-10-31 08:30:00,23.71
2020-10-31 08:45:00,22.99
2020-10-31 09:00:00,33.0
2020-10-31 09:15:00,26.96
2020-10-31 09:30:00,26.52
2020-10-31 09:45:00,16.9
2020-10-31 10:00:00,21.4
2020-10-31 10:15:00,16.06
2020-10-31 10:30:00,13.64
2020-10-31 10:45:00,15.2
2020-10-31 11:00:00,30.44
2020-10-31 11:15:00,25.57
2020-10-31 11:30:00,27.12
2020-10-31 11:45:00,24.59
2020-10-31 12:00:00,43.04
2020-10-31 12:15:00,26.87
2020-10-31 12:30:00,12.44
2020-10-31 12:45:00,31.24
2020-10-31 13:00:00,26.93
2020-10-31 13:15:00,22.78
2020-10-31 13:30:00,21.46
2020-10-31 13:45:00,21.21
2020-10-31 14:00:00,14.34
2020-10-31 14:15:00,20.14
2020-10-31 14:30:00,34.34
2020-10-31 14:45:00,28.93
2020-10-31 15:00:00,19.5
2020-10-31 15:15:00,28.64
2020-10-31 15:30:00,35.22
2020-10-31 15:45:00,56.93
2020-10-31 16:00:00,52.61
2020-10-31 16:15:00,46.59
2020-10-31 16:30:00,45.16
2020-10-31 16:45:00,46.62
2020-10-31 17:00:00,53.09
2020-10-31 17:15:00,61.88
2020-10-31 17:30:00,70.59
2020-10-31 17:45:00,59.05
2020-10-31 18:00:00,57.95
2020-10-31 18:15:00,45.49
2020-10-31 18:30:00,40.34
2020-10-31 18:45:00,30.51
2020-10-31 19:00:00,42.59
2020-10-31 19:15:00,37.62
2020-10-31 19:30:00,21.63
2020-10-31 19:45:00,11.08
2020-10-31 20:00:00,37.44
2020-10-31 20:15:00,26.42
2020-10-31 20:30:00,20.34
2020-10-31 20:45:00,16.52
2020-10-31 21:00:00,26.98
2020-10-31 21:15:00,25.16
2020-10-31 21:30:00,20.74
2020-10-31 21:45:00,19.07
2020-10-31 22:00:00,33.02
2020-10-31 22:15:00,31.77
2020-10-31 22:30:00,32.59
2020-10-31 22:45:00,36.22
2020-10-31 23:00:00,38.69
2020-10-31 23:15:00,33.91
2020-10-31 23:30:00,28.87
2020-10-31 23:45:00,27.64
